,Time (ns),X (A),Y (A)
46,4001.15,99.03762539950284,-137.55838752515388
47,4001.175,99.5835469563802,-137.94189129453716
48,4001.2,98.30369059244792,-136.95923221472538
49,4001.225,98.8694296172171,-138.5147039240057
50,4001.25,98.12415706750119,-137.79220766009706
51,4001.275,97.61718773119378,-137.7932041052616
52,4001.3,98.4141582142223,-139.2107382109671
53,4001.325,98.45280988288648,-138.48781285141453
54,4001.35,98.95591273452297,-140.08927223899147
55,4001.375,98.1338540279504,-139.49563598632812
56,4001.4,98.34996194550486,-138.86137898763022
57,4001.425,99.32206934148616,-139.66724048961294
58,4001.45,99.44195417924361,-139.58160862778172
59,4001.475,99.38529552112927,-139.43702605276397
60,4001.5,99.81224476207386,-138.00091645211884
61,4001.525,100.74275785503966,-137.81569879705256
62,4001.55,100.61453015876539,-138.49300222685844
63,4001.575,100.11858506636186,-136.96525804924244
64,4001.6,100.20916146943064,-137.8485320120147
65,4001.625,101.18087375525272,-136.99807415586528
66,4001.65,101.0940038507635,-137.84922004468513
67,4001.675,99.66859343557647,-137.77461288914537
68,4001.7,101.0143374818744,-137.20432489568537
69,4001.725,101.23929480350378,-137.54422644412878
70,4001.75,101.1379463889382,-137.54067669492778
71,4001.775,100.49703054717092,-137.8875519723603
72,4001.8,101.11855686072147,-136.82584357984138
73,4001.825,101.12303762724905,-137.75398901737097
74,4001.85,101.32427886038116,-138.3516161369555
75,4001.875,101.10068095814098,-137.50409120501894
76,4001.9,102.12856916947798,-138.27175995797822
77,4001.925,101.13179802172112,-138.6003515070135
78,4001.95,102.38398650198272,-138.96747288559422
79,4001.975,102.0506108601888,-138.09712080522016
80,4002.0,101.40696415756688,-138.3541153416489
81,4002.025,101.55035539106889,-137.83911548961294
82,4002.05,101.59634884920987,-138.35625758315578
83,4002.075,102.20304639411695,-137.50375412449694
84,4002.1,101.99176117868134,-137.9833378647313
85,4002.125,101.33112473921342,-137.36992021040484
86,4002.15,101.5239803429806,-137.84016927083334
87,4002.175,101.40289075446852,-137.33605032256156
88,4002.2,100.93318130030777,-137.60653039180872
89,4002.225,101.57827573834044,-139.11557145552203
90,4002.25,101.17337960907908,-137.99733942205256
91,4002.275,100.08169440067175,-138.07506399443656
92,4002.3,99.58888614538944,-138.44602966308594
93,4002.325,99.44255227753611,-139.22126353870738
94,4002.35,99.67855095140862,-139.16555601177794
95,4002.375,98.94530602657434,-138.9215439305161
96,4002.4,99.00004230846058,-138.8377509839607
97,4002.425,99.69381297718395,-138.5825740929806
98,4002.45,99.56021002567175,-137.86491625236744
99,4002.475,100.51750021269827,-138.2187703450521
100,4002.5,99.97222044973662,-137.71877219460228
101,4002.525,99.28910365249172,-137.48622316302675
102,4002.55,98.76235360810252,-138.41001106031013
103,4002.575,98.92900362881747,-138.85823105320787
104,4002.6,97.69536914247455,-137.604868108576
105,4002.625,99.19593903512666,-138.01901707504734
106,4002.65,97.6820357351592,-138.8073517770478
107,4002.675,98.9483291163589,-138.33047207919034
108,4002.7,100.2395317771218,-138.95737942782316
109,4002.725,99.33573219992898,-138.10838225393584
110,4002.75,99.0101635094845,-137.64608256022134
111,4002.775,98.21206526322798,-138.02608605587122
112,4002.8,99.45460440895774,-137.87530008951822
113,4002.825,99.81623817212653,-138.4655206853693
114,4002.85,100.22310846502131,-138.76013322310015
115,4002.875,101.00938554243608,-139.6374599572384
116,4002.9,100.34473164876302,-139.49077305649266
117,4002.925,100.09014268354936,-139.40389228589606
118,4002.95,99.86773219253078,-139.98830020788944
119,4002.975,101.13839675440933,-139.62110808401397
120,4003.0,101.30256814667673,-139.67181026574337
121,4003.025,101.28427586410984,-140.1917595140862
122,4003.05,101.42673561789773,-138.986596772165
123,4003.075,99.87054466478753,-139.32339431300306
124,4003.1,101.73673132694128,-139.61069372928503
125,4003.125,101.21970298073508,-140.1614745168975
126,4003.15,101.42752329508464,-139.71861267089844
127,4003.175,101.03679263953006,-138.6636408025568
128,4003.2,100.9767680312648,-140.1349122018525
129,4003.225,101.17966253107244,-140.11073118267637
130,4003.25,101.48486674915661,-141.10546458851206
131,4003.275,101.8072958281546,-140.6880460796934
132,4003.3,102.25531999992602,-140.56313809481534
133,4003.325,102.5398871681907,-140.63937655362216
134,4003.35,102.18736636999881,-140.5675927364465
135,4003.375,101.10600165164831,-139.5896971731475
136,4003.4,101.47078057491419,-139.70347456498578
137,4003.425,100.82834509647253,-140.08493273185962
138,4003.45,100.89535106312145,-141.44038622307056
139,4003.475,101.36724159934305,-141.0403474749941
140,4003.5,100.26390584309895,-140.31271685975972
141,4003.525,100.34234387946852,-140.23933318167022
142,4003.55,100.61038878469756,-139.25575302586412
143,4003.575,100.9483036850438,-140.1533087528113
144,4003.6,100.97689911813447,-139.44698310620856
145,4003.625,100.4425374811346,-140.11059709028765
146,4003.65,99.50983983820134,-139.002216685902
147,4003.675,100.0050654555812,-138.28916884913588
148,4003.7,98.95284063165838,-138.35474002722538
149,4003.725,98.84761833422112,-139.18456800056225
150,4003.75,98.8880966648911,-138.79682413736978
151,4003.775,98.75187844941111,-139.1415567109079
152,4003.8,98.92346468838778,-139.6001642400568
153,4003.825,98.82940858783144,-139.70060175115412
154,4003.85,98.18112806840377,-140.24845562559184
155,4003.875,98.27536935517283,-139.871005896366
156,4003.9,97.63142996123342,-140.43213399251303
157,4003.925,96.74264202695905,-139.42750595555162
158,4003.95,98.0184000188654,-140.38776698256984
159,4003.975,98.73050574100378,-140.4846061937737
160,4004.0,98.46198850689512,-139.45697992498225
161,4004.025,98.90635311242306,-140.26570083155775
162,4004.05,98.36260084672408,-140.2717169559363
163,4004.075,97.89747573390152,-139.23300078420928
164,4004.1,97.58415615197384,-140.10342222271544
165,4004.125,96.1271875554865,-141.6849346738873
166,4004.15,96.89658170757872,-141.17135666355944
167,4004.175,98.34446068966028,-140.906318433357
168,4004.2,97.379914486047,-140.5794367934718
169,4004.225,97.10415695652817,-140.47835980039653
170,4004.25,96.19203486587062,-140.47237558075875
171,4004.275,97.5914306640625,-140.22540884306937
172,4004.3,97.94052031545928,-140.13253044359612
173,4004.325,97.84476355350378,-140.0577522046638
174,4004.35,98.48208132657138,-140.10552516128078
175,4004.375,98.14597551750414,-138.96836298162287
176,4004.4,97.51567308830492,-139.65966750636244
177,4004.425,98.14021833015211,-139.34338841293797
178,4004.45,98.61463743267637,-140.018134839607
179,4004.475,98.58597495339133,-139.4447918516217
180,4004.5,97.41930944269353,-139.27801236239347
181,4004.525,98.6123398289536,-139.07912930575284
182,4004.55,98.77481402772845,-138.0537636496804
183,4004.575,98.08809638745856,-138.35130911162406
184,4004.6,99.62539719090317,-139.20916655569366
185,4004.625,99.25368823427142,-138.7324297355883
186,4004.65,98.20264296098189,-138.52149269797584
187,4004.675,97.38385356556286,-138.26182186242306
188,4004.7,97.74688420151219,-139.30726531057647
189,4004.725,98.629006356904,-138.68013601592094
190,4004.75,99.27673640395656,-139.14237190015388
191,4004.775,99.68539521188447,-138.72142213763613
192,4004.8,99.06627816864939,-137.7660369873047
193,4004.825,99.57831319173177,-138.09640271735913
194,4004.85,98.13233970873284,-136.68738717743844
195,4004.875,98.05511682683772,-136.64998326157078
196,4004.9,97.78961158521247,-137.00711013331556
197,4004.925,97.73779412471887,-136.88314588142163
198,4004.95,97.90961225105055,-137.68144642223012
199,4004.975,98.01142998897669,-137.51544281930634
200,4005.0,97.44052216500947,-138.27166239420572
201,4005.025,98.2693486069188,-137.46084594726562
202,4005.05,97.88112709738992,-138.2815089370265
203,4005.075,97.73506626938328,-138.24931520404238
204,4005.1,97.99476369222005,-138.52132531368372
205,4005.125,97.91749133485736,-137.75387157093394
206,4005.15,99.22392596620502,-137.7189756451231
207,4005.175,98.64703623453777,-137.67882699677438
208,4005.2,99.18129845821497,-137.86074644146544
209,4005.225,96.85961151123047,-136.48841996626422
210,4005.25,97.07991490219578,-135.75275536739466
211,4005.275,96.83385467529297,-136.2105791496508
212,4005.3,96.80779335715555,-137.08753273703834
213,4005.325,96.51021807121508,-136.57499278675425
214,4005.35,96.66082324403705,-136.02137340198863
215,4005.375,96.50536924419981,-135.8195352265329
216,4005.4,96.8371871023467,-135.17172287449694
217,4005.425,95.73294552889737,-135.88213047836766
218,4005.45,96.68233859900272,-135.9912539395419
219,4005.475,96.32446080988103,-135.97151738947088
220,4005.5,96.81264125939572,-135.9714998187441
221,4005.525,96.82112607088956,-135.7765965317235
222,4005.55,96.41597516608961,-136.48116741758403
223,4005.575,96.2599149761778,-136.8378124815045
224,4005.6,96.9729452422171,-136.69152693314985
225,4005.625,95.20839968594638,-137.71146647135416
226,4005.65,95.572641546076,-136.9117440888376
227,4005.675,94.39233953302556,-137.3193105061849
228,4005.7,94.92112570097952,-137.8887754498106
229,4005.725,95.1329468235825,-137.62120009913588
230,4005.75,95.05658167058772,-137.31470743815103
231,4005.775,94.5717324921579,-138.27839105779475
232,4005.8,95.1523393573183,-138.19703813032672
233,4005.825,94.96536971583511,-138.1148760246508
234,4005.85,94.94476249001242,-137.3490642200817
235,4005.875,94.63930881384647,-138.41113604921284
236,4005.9,94.68688479336825,-138.1497724128492
237,4005.925,94.3068838408499,-138.7432754978989
238,4005.95,93.37688399806167,-137.64643212520716
239,4005.975,93.93203619754675,-139.15463118119672
240,4006.0,93.68082451097894,-139.3530842174183
241,4006.025,93.19536914247455,-138.41332730379972
242,4006.05,93.01112758752072,-138.1407734264027
243,4006.075,92.62627757679333,-139.49473664254853
244,4006.1,93.68052118474787,-139.5453671542081
245,4006.125,93.10082499186198,-139.84388732910156
246,4006.15,94.11870251279889,-138.5810371167732
247,4006.175,94.62233803488992,-139.19975928104284
248,4006.2,93.4435517282197,-138.80207547274503
249,4006.225,93.43143046985973,-138.7222303910689
250,4006.25,93.00567280162464,-137.87338164358428
251,4006.275,94.4532479950876,-137.4407538211707
252,4006.3,94.29264230439158,-137.67037316524622
253,4006.325,93.63809735847242,-137.86214793812144
254,4006.35,94.23930890632398,-137.87627295291784
255,4006.375,94.4056722467596,-137.70716950387666
256,4006.4,94.66233871922348,-137.7169374408144
257,4006.425,95.62597471294981,-138.39350474964488
258,4006.45,95.2902173128995,-137.8126433401397
259,4006.475,96.14840074018998,-138.35702098499644
260,4006.5,96.88536973433061,-137.84179548783735
261,4006.525,95.04476350726503,-138.27274484345406
262,4006.55,95.4462793523615,-137.93607214725378
263,4006.575,95.77415697502367,-138.7482674338601
264,4006.6,95.25779284852923,-139.08028250029594
265,4006.625,95.8829452052261,-138.3163826682351
266,4006.65,96.08021753484553,-138.18910309762666
267,4006.675,95.07930940570253,-137.869272405451
268,4006.7,94.7880965724136,-137.96199960419625
269,4006.725,94.40203579989347,-138.4090252500592
270,4006.75,93.82991397742069,-137.32136396928266
271,4006.775,92.5559750181256,-138.280092643969
272,4006.8,92.96597521232836,-137.88902236476088
273,4006.825,93.50688448819247,-138.00627691095525
274,4006.85,93.89749053030303,-137.13459454160747
275,4006.875,94.75961234352805,-137.74798491506866
276,4006.9,94.60506601044627,-138.13596459591028
277,4006.925,95.05627857555042,-138.0366465250651
278,4006.95,95.81597553599964,-137.82220967610678
279,4006.975,95.88567282936789,-138.1270419034091
280,4007.0,95.12052038944128,-138.35165543989703
281,4007.025,95.50627945408677,-137.4118564490116
282,4007.05,95.29355066472834,-137.67823837742662
283,4007.075,95.56718768495502,-138.55317133123225
284,4007.1,96.73749079848781,-138.67978228944722
285,4007.125,96.48870410341205,-138.11040566184303
286,4007.15,95.33233873771898,-138.68244749127012
287,4007.175,95.0459749626391,-138.1529767585523
288,4007.2,94.50567164565578,-137.1913419781309
289,4007.225,94.36627913966323,-136.33777549050072
290,4007.25,95.30446046771425,-136.96624247233072
291,4007.275,94.79294516823508,-137.11717039166075
292,4007.3,93.79567140521425,-137.9895352450284
293,4007.325,93.83173324122573,-138.04035302364466
294,4007.35,95.19203625303327,-139.0019004128196
295,4007.375,93.98597486091383,-139.1663212631688
296,4007.4,93.43991343180339,-139.46089079885772
297,4007.425,93.41385280724728,-138.6393437241063
298,4007.45,93.28112515536222,-139.86427445845172
299,4007.475,92.35688458066998,-138.77125133167613
300,4007.5,92.86355082194011,-138.0235026966442
301,4007.525,93.21476306337298,-138.08344800544506
302,4007.55,92.48567361542673,-137.49052891586766
303,4007.575,91.9438529737068,-136.768198186701
304,4007.6,91.51718810110381,-137.4627375747218
305,4007.625,92.00597520308061,-137.38187477805397
306,4007.65,92.62809545343572,-137.2963751590613
307,4007.675,93.21082375266336,-137.15976507013494
308,4007.7,92.9577925710967,-137.5116600267815
309,4007.725,92.65446032899798,-137.22268445564038
310,4007.75,92.80839954723011,-137.39576628713897
311,4007.775,92.43385361180161,-137.28764389500475
312,4007.8,93.1247627951882,-137.63992633241597
313,4007.825,92.06597553599964,-137.58287233294863
314,4007.85,92.44718701911695,-138.59188611579663
315,4007.875,92.8696113355232,-136.77632927172112
316,4007.9,95.0214298132694,-137.85258715080494
317,4007.925,94.44446055094402,-137.51458462801847
318,4007.95,94.16476255474669,-137.11710427024147
319,4007.975,93.2402168042732,-137.3887606534091
320,4008.0,93.21718782367128,-136.7050226384943
321,4008.025,94.1759761463512,-137.5378279252486
322,4008.05,95.3114302664092,-137.1475215102687
323,4008.075,96.32506561279297,-137.27609114213422
324,4008.1,96.37567208030008,-136.72857758493134
325,4008.125,96.01203502308239,-136.00955940015388
326,4008.15,97.61506629712653,-135.77689615885416
327,4008.175,98.58233920010653,-136.22639419093275
328,4008.2,97.73355079419684,-135.93540307247278
329,4008.225,97.82233914462003,-134.9840536406546
330,4008.25,97.20112679221414,-135.59372549346
331,4008.275,99.66224832245798,-136.0201864531546
332,4008.3,99.67403828014027,-136.04170735677084
333,4008.325,100.49919706402403,-136.83093724106297
334,4008.35,102.39644021698923,-135.39271591648912
335,4008.375,101.22516377766927,-135.70303206010297
336,4008.4,101.73013166947798,-135.88940013538706
337,4008.425,101.19489242091323,-136.88556185635653
338,4008.45,100.82785820238519,-136.46223310990766
339,4008.475,100.88652223529238,-137.24296616062975
340,4008.5,100.95659105705492,-137.9991584546638
341,4008.525,101.3233124704072,-138.43427623401988
342,4008.55,100.05447988799123,-138.10283314098012
343,4008.575,100.13408545291784,-137.09916918205494
344,4008.6,101.40984275124289,-139.0298036517519
345,4008.625,100.50639759410511,-137.9833184444543
346,4008.65,101.66612174294211,-138.10361272638494
347,4008.675,100.61939840605764,-138.3854305382931
348,4008.7,99.6928378018466,-138.0277978145715
349,4008.725,100.53570995908795,-137.97484426787406
350,4008.75,100.91675729462595,-137.5379060687441
351,4008.775,101.13987801291726,-138.148818507339
352,4008.8,102.17589083584872,-137.20571437026516
353,4008.825,102.06372925729463,-136.42643968986744
354,4008.85,101.62896936590022,-137.04276899857953
355,4008.875,101.99094899495442,-137.43712916518703
356,4008.9,101.720603018096,-137.6202577533144
357,4008.925,101.33869217381333,-136.95449967817828
358,4008.95,101.21054123387192,-137.4057853005149
359,4008.975,101.55376133774266,-139.02653642134234
360,4009.0,99.60173335219875,-139.0534658720999
361,4009.025,98.75023489287405,-137.893247199781
362,4009.05,99.57259461373994,-138.2743830825343
363,4009.075,101.29365377715139,-139.16067042495266
364,4009.1,100.9975014888879,-138.80033042214134
365,4009.125,100.5890884399414,-138.79869264544863
366,4009.15,100.5117959687204,-139.33927223899147
367,4009.175,101.11052911931819,-138.27898707534328
368,4009.2,100.43560444224964,-138.35091099594578
369,4009.225,100.19811988599372,-138.63749926017994
370,4009.25,100.43567310680042,-139.55524745131984
371,4009.275,100.9113374189897,-140.11559642444956
372,4009.3,100.10112693093039,-140.12285914565578
373,4009.325,99.30506665778883,-139.19079959753788
374,4009.35,100.87075250799006,-139.8658114346591
375,4009.375,101.0362759214459,-139.81523779666784
376,4009.4,101.57305792606238,-140.37973900997278
377,4009.425,101.86555850867069,-140.31231088349313
378,4009.45,100.20599573308772,-140.50218478116122
379,4009.475,100.67355161724669,-140.70756068374172
380,4009.5,100.28840105461352,-141.5740314830433
381,4009.525,99.82809679435961,-140.2764346960819
382,4009.55,99.81415835293856,-140.46395735307172
383,4009.575,99.7936503092448,-140.8443848581025
384,4009.6,100.5272524284594,-140.4469609116063
385,4009.625,101.10771479751125,-140.4897548791134
386,4009.65,100.03805541992188,-140.3633039069898
387,4009.675,99.3053706776012,-139.4266718084162
388,4009.7,99.7720630530155,-140.59161469430634
389,4009.725,98.88434392755681,-139.8955429539536
390,4009.75,99.15727534438625,-140.03801056832978
391,4009.775,98.81302411628492,-139.85684805205375
392,4009.8,98.67809665564334,-140.57905902284566
393,4009.825,98.23355102539062,-140.9992139411695
394,4009.85,97.1671870838512,-142.102207068241
395,4009.875,97.15809746944544,-141.18177702932647
396,4009.9,97.3077945131244,-141.70619294137666
397,4009.925,97.37385327888258,-141.41231375029594
398,4009.95,97.49233870072798,-141.43719112511837
399,4009.975,97.15748989220822,-141.33746152935606
400,4010.0,96.605368643096,-140.92800857081556
401,4010.025,96.56476269346295,-140.21650926994556
402,4010.05,96.75658185554273,-140.0780274362275
403,4010.075,96.27930797230114,-139.95600058815697
404,4010.1,96.00567326401219,-139.9685576467803
405,4010.125,97.10567243171461,-139.17100617379853
406,4010.15,96.81718814734256,-138.56789791222775
407,4010.175,98.63203684488933,-138.822509765625
408,4010.2,98.87992396499172,-138.3549952651515
409,4010.225,99.21476352576053,-140.39817763819838
410,4010.25,100.19179095643939,-139.80300255977747
411,4010.275,99.50476282293147,-139.29625031442353
412,4010.3,99.10495665579131,-139.74292038426256
413,4010.325,99.63711848403469,-139.19438587535512
414,4010.35,99.70287276759292,-139.59266477642637
415,4010.375,100.11578091708097,-138.40738331187856
416,4010.4,99.82351337779652,-140.08651640920928
417,4010.425,99.56198628743489,-138.9018633293383
418,4010.45,98.73354085286458,-138.2870497270064
419,4010.475,98.98316631895123,-137.80960036769056
420,4010.5,100.88479937929095,-139.2474540941643
421,4010.525,99.87567323626894,-138.6532842462713
422,4010.55,100.64632415771484,-138.3329051624645
423,4010.575,100.53409137147845,-138.29253549286813
424,4010.6,102.12635040283203,-138.60632925322562
425,4010.625,101.51636759440105,-138.99440094918916
426,4010.65,100.78915937019117,-139.14774946732953
427,4010.675,100.0529794404001,-139.35499942663944
428,4010.7,101.85045092033617,-139.59492353959516
429,4010.725,101.1537181969845,-138.79245549982244
430,4010.75,101.38857893510298,-138.37557382294625
431,4010.775,100.92984771728516,-138.8447381221887
432,4010.8,101.00143617572206,-137.7944072376598
433,4010.825,100.53233013731061,-137.729961048473
434,4010.85,100.9291650020715,-137.59586865974194
435,4010.875,100.59785715738933,-137.61635104092684
436,4010.9,100.33050791422527,-137.72562755237925
437,4010.925,100.65954936634411,-139.11433919270834
438,4010.95,101.75248949455492,-139.42827398126775
439,4010.975,101.6953555020419,-139.55625730572325
440,4011.0,100.68740174264619,-138.64860488429213
441,4011.025,101.2383207841353,-139.0856036561908
442,4011.05,100.16294583407316,-139.5418465354226
443,4011.075,101.19851661450934,-139.54672703598484
444,4011.1,100.67959987755978,-139.17541133996212
445,4011.125,100.12629214200106,-138.8320164535985
446,4011.15,100.59134604714133,-137.77544102524266
447,4011.175,100.6116205851237,-138.68362056847775
448,4011.2,100.25445417924361,-138.9547687877308
449,4011.225,100.72917545203006,-138.6006844260476
450,4011.25,102.03647890957919,-140.60547198671284
451,4011.275,101.0873847730232,-140.0520722360322
452,4011.3,101.02863173051314,-139.36193292791194
453,4011.325,101.38096410577947,-140.11622111002603
454,4011.35,100.44143006295869,-140.50284599535394
455,4011.375,101.08990894664417,-141.4427296031605
456,4011.4,100.3548311175722,-139.9835001627604
457,4011.425,99.9387040571733,-140.3374171401515
458,4011.45,101.4039921616063,-139.186342643969
459,4011.475,100.71243933475378,-139.5730516838305
460,4011.5,101.07367151433772,-138.8564591841264
461,4011.525,100.35740892814867,-139.41284919507575
462,4011.55,100.65105068322384,-139.15948671283144
463,4011.575,100.60557879823627,-139.4002158425071
464,4011.6,100.78452578457919,-139.0785508589311
465,4011.625,101.08197622588186,-138.47288235751066
466,4011.65,100.8816243951971,-137.99976002086294
467,4011.675,100.59616528135358,-137.964443322384
468,4011.7,100.3525180238666,-138.00376799612334
469,4011.725,100.84268419670336,-137.26049573493725
470,4011.75,101.01780608206084,-137.35258021499172
471,4011.775,100.51453746448864,-136.3816486705433
472,4011.8,100.27987809614702,-137.52787087180397
473,4011.825,100.17032738887903,-138.39207088586056
474,4011.85,101.25412102901575,-137.89186096191406
475,4011.875,100.58513410163648,-138.00197901870266
476,4011.9,100.47933520692767,-137.8511833422112
477,4011.925,100.62114576859908,-137.33364775686553
478,4011.95,100.59116687196673,-138.52027060768822
479,4011.975,100.62214360092625,-138.1414679324988
480,4012.0,99.99537519975142,-139.12010192871094
481,4012.025,100.51297760009766,-139.03260895700166
482,4012.05,100.73557605165423,-140.5731806899562
483,4012.075,101.8311714403557,-139.96420288085938
484,4012.1,100.78380862149325,-138.52002877900094
485,4012.125,100.39188639322917,-140.08990386038116
486,4012.15,100.7412592569987,-139.86503138686672
487,4012.175,99.93034062241063,-140.16810607910156
488,4012.2,100.54868062337239,-140.70921926787406
489,4012.225,99.94702379631273,-140.0352108117306
490,4012.25,99.69773055567886,-140.04102995901397
491,4012.275,100.14025162205552,-140.57893695253316
492,4012.3,99.43677798184481,-140.04479333126184
493,4012.325,99.5407416603782,-139.63556971694484
494,4012.35,99.3885585900509,-140.16894901160038
495,4012.375,99.89319471879439,-140.83975820830375
496,4012.4,100.40714333274148,-140.10283915201822
497,4012.425,99.13254061612216,-140.9790714148319
498,4012.45,99.03839943625711,-141.0705890077533
499,4012.475,99.22626680316347,-140.87401603929925
500,4012.5,98.68506576075698,-140.4187714547822
501,4012.525,98.63324783787583,-140.22600023674244
502,4012.55,97.83627851081617,-141.01133450594816
503,4012.575,98.6602177475438,-140.01825136126894
504,4012.6,98.24112678296638,-139.63751729329428
505,4012.625,98.13142973003966,-139.76522919625947
506,4012.65,99.06923259388317,-138.95254932750356
507,4012.675,99.3146427038944,-140.05450531930634
508,4012.7,98.46761137066466,-139.98894755045572
509,4012.725,99.0028744321881,-139.41385812470406
510,4012.75,98.2988554058653,-137.68526805530894
511,4012.775,98.1219833836411,-138.85298018022016
512,4012.8,98.02718792539655,-139.97609918767756
513,4012.825,97.79809685909387,-139.50620940237334
514,4012.85,99.97151854543975,-139.77230511289653
515,4012.875,99.4281322594845,-139.65811018510297
516,4012.9,98.46314147024444,-140.01359928015506
517,4012.925,99.5356015292081,-140.96293223987925
518,4012.95,97.85749053955078,-139.7993376760772
519,4012.975,97.8962788437352,-140.31685337875828
520,4013.0,98.5516031438654,-140.90410082267994
521,4013.025,98.32415679006866,-141.53416072961056
522,4013.05,97.65688439571497,-141.62154735218394
523,4013.075,97.71779424493963,-141.5445223721591
524,4013.1,97.61233844179095,-141.04500649192116
525,4013.125,97.73355102539062,-141.5427042643229
526,4013.15,98.6177934588808,-142.47882172555634
527,4013.175,96.94688531124231,-140.85999043782553
528,4013.2,96.59112571947503,-140.7231796727036
529,4013.225,96.02506533536044,-140.93428548177084
530,4013.25,95.63052113850911,-140.0240839177912
531,4013.275,96.02567245021011,-139.3590194239761
532,4013.3,96.29415731719045,-139.61879152240175
533,4013.325,96.36900699499881,-140.2666445645419
534,4013.35,96.08294515898733,-138.84414534135297
535,4013.375,95.40021722966975,-138.9998210560192
536,4013.4,95.13415735418147,-139.70721528024384
537,4013.425,95.34052045417555,-139.36999974106297
538,4013.45,94.42203614206025,-139.90989777536103
539,4013.475,94.63355070171934,-139.51458046653053
540,4013.5,94.41112610788056,-139.62046767726088
541,4013.525,94.97597619258997,-139.70589701334634
542,4013.55,94.30779335715555,-140.0135627515388
543,4013.575,94.55446069890803,-140.66046050100616
544,4013.6,96.03627892696497,-140.86303063594934
545,4013.625,95.39021717418323,-140.35515062736744
546,4013.65,94.6608227816495,-141.0415381229285
547,4013.675,94.23324793035334,-140.39642518939394
548,4013.7,94.59173214074337,-140.98852307868725
549,4013.725,94.38688497832327,-140.7341886578184
550,4013.75,94.95294490005031,-140.97018617572206
551,4013.775,94.09536928119081,-140.96279352361506
552,4013.8,93.03839943625711,-141.39231872558594
553,4013.825,93.10294457637903,-140.3995537035393
554,4013.85,92.65051986231948,-140.1359502618963
555,4013.875,93.18294571385239,-140.08135477701822
556,4013.9,93.28203559644294,-140.30904134114584
557,4013.925,92.27597438927853,-139.1436198841442
558,4013.95,93.43961264870383,-140.56617921771425
559,4013.975,93.18355167273319,-139.7183172052557
560,4014.0,93.33567185835405,-140.8913925633286
561,4014.025,92.68082427978516,-139.45128747188684
562,4014.05,92.72264284076113,-139.61614620324337
563,4014.075,92.5396122787938,-140.1059463963364
564,4014.1,92.3596122048118,-140.09246363784328
565,4014.125,92.37203678940281,-139.87190986402106
566,4014.15,93.24930896181048,-139.91605816465434
567,4014.175,94.04930877685547,-139.69517933238637
568,4014.2,93.6674911036636,-139.4206307151101
569,4014.225,93.62082464044744,-139.00685582016453
570,4014.25,92.61476412686434,-137.9575625332919
571,4014.275,93.97203572591145,-137.98313256466028
572,4014.3,93.73445961692117,-138.58341517592922
573,4014.325,92.464155254942,-138.4597020004735
574,4014.35,92.74567112778172,-139.28017864805278
575,4014.375,92.03264132412997,-139.48580516468394
576,4014.4,93.0050663803563,-139.87616429184422
577,4014.425,92.84688475637725,-139.0578506932114
578,4014.45,92.46961165919448,-139.10371306448272
579,4014.475,93.73748941132517,-138.19327568285394
580,4014.5,93.20870278098367,-138.15214769767994
581,4014.525,92.34355117335464,-137.43712731563684
582,4014.55,91.71052112001361,-136.88669655539772
